Adresse;Bezirk;WBezArt;Wahlbezirk;AghWkr;StimmArt;OstWest;WberIns;Waehler;Waehlerp;Gueltig;Gueltigp;Unguelt;Ungueltp;P01;P01p;P02;P02p;P03;P03p;P04;P04p;P05;P05p;P06;P06p;P07;P07p;P08;P08p;P09;P09p;P10;P10p;P11;P11p;P12;P12p;P13;P13p;P14;P14p;P15;P15p;P16;P16p;P17;P17p;P18;P18p;P19;P19p;P20;P20p;P21;P21p;P22;P22p;P23;P23p;P24;P24p;P25;P25p;P26;P26p;P27;P27p;P28;P28p;P29;P29p;P30;P30p;P31;P31p;P32;P32p;P33;P33p;P34;P34p;P35;P35p;P36;P36p;P37;P37p;P38;P38p;P39;P39p;P40;P40p;P41;P41p;P42;P42p
10W409;10;W;409;04;2;O;1515;742;49,0;728;98,1;14;1,9;206;28,3;159;21,8;48;6,6;186;25,5;12;1,6;11;1,5;6;0,8;0;0,0;1;0,1;2;0,3;0;0,0;0;0,0;4;0,5;0;0,0;2;0,3;0;0,0;17;2,3;8;1,1;2;0,3;2;0,3;2;0,3;0;0,0;0;0,0;0;0,0;0;0,0;60;8,2;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
10W410;10;W;410;04;2;O;1369;606;44,3;602;99,3;4;0,7;134;22,3;129;21,4;49;8,1;170;28,2;12;2,0;11;1,8;11;1,8;0;0,0;0;0,0;1;0,2;0;0,0;0;0,0;2;0,3;0;0,0;0;0,0;0;0,0;11;1,8;10;1,7;0;0,0;1;0,2;1;0,2;0;0,0;0;0,0;0;0,0;0;0,0;60;10,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
10W411;10;W;411;04;2;O;1320;710;53,8;698;98,3;12;1,7;189;27,1;172;24,6;57;8,2;153;21,9;7;1,0;12;1,7;6;0,9;0;0,0;2;0,3;1;0,1;0;0,0;0;0,0;3;0,4;0;0,0;1;0,1;0;0,0;16;2,3;10;1,4;3;0,4;2;0,3;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;64;9,2;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
10W412;10;W;412;04;2;O;1329;616;46,4;608;100,0;0;0,0;157;25,8;179;29,4;47;7,7;116;19,1;15;2,5;17;2,8;10;1,6;0;0,0;0;0,0;0;0,0;1;0,2;0;0,0;5;0,8;0;0,0;1;0,2;0;0,0;16;2,6;6;1,0;0;0,0;1;0,2;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;37;6,1;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
10W413;10;W;413;04;2;O;1228;555;45,2;548;98,6;8;1,4;137;25,0;117;21,4;45;8,2;140;25,5;11;2,0;20;3,6;5;0,9;0;0,0;1;0,2;1;0,2;0;0,0;0;0,0;1;0,2;0;0,0;1;0,2;0;0,0;2;0,4;7;1,3;0;0,0;3;0,5;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;57;10,4;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
10W414;10;W;414;04;2;O;1382;445;32,2;432;97,1;13;2,9;109;25,2;60;13,9;18;4,2;135;31,3;4;0,9;23;5,3;8;1,9;0;0,0;0;0,0;0;0,0;2;0,5;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;19;4,4;3;0,7;1;0,2;2;0,5;1;0,2;0;0,0;0;0,0;0;0,0;0;0,0;47;10,9;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
10W415;10;W;415;04;2;O;1418;730;51,5;712;99,0;7;1,0;214;30,1;139;19,5;38;5,3;170;23,9;10;1,4;23;3,2;12;1,7;0;0,0;0;0,0;1;0,1;1;0,1;0;0,0;5;0,7;0;0,0;0;0,0;0;0,0;14;2,0;11;1,5;2;0,3;3;0,4;4;0,6;0;0,0;0;0,0;0;0,0;0;0,0;65;9,1;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
10W416;10;W;416;04;2;O;1665;618;37,1;605;97,9;13;2,1;164;27,1;76;12,6;35;5,8;195;32,2;7;1,2;30;5,0;13;2,1;0;0,0;1;0,2;1;0,2;2;0,3;0;0,0;0;0,0;0;0,0;1;0,2;0;0,0;18;3,0;6;1,0;0;0,0;4;0,7;2;0,3;0;0,0;0;0,0;0;0,0;0;0,0;50;8,3;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
10W417;10;W;417;04;2;O;1041;504;48,4;494;98,0;10;2,0;132;26,7;110;22,3;28;5,7;118;23,9;9;1,8;9;1,8;7;1,4;0;0,0;0;0,0;4;0,8;0;0,0;0;0,0;6;1,2;0;0,0;0;0,0;0;0,0;13;2,6;7;1,4;1;0,2;3;0,6;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;47;9,5;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
10W418;10;W;418;04;2;O;1613;928;57,5;909;98,1;18;1,9;259;28,5;251;27,6;62;6,8;190;20,9;22;2,4;18;2,0;9;1,0;0;0,0;1;0,1;0;0,0;0;0,0;0;0,0;8;0,9;0;0,0;0;0,0;0;0,0;10;1,1;6;0,7;0;0,0;2;0,2;1;0,1;0;0,0;0;0,0;0;0,0;0;0,0;70;7,7;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
10W419;10;W;419;04;2;O;1168;565;48,4;557;98,6;8;1,4;150;26,9;119;21,4;32;5,7;141;25,3;8;1,4;17;3,1;5;0,9;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;6;1,1;0;0,0;1;0,2;0;0,0;16;2,9;5;0,9;1;0,2;6;1,1;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;50;9,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
10W420;10;W;420;04;2;O;1213;565;46,6;560;99,1;5;0,9;129;23,0;190;33,9;48;8,6;86;15,4;5;0,9;16;2,9;6;1,1;0;0,0;0;0,0;1;0,2;0;0,0;0;0,0;2;0,4;0;0,0;0;0,0;0;0,0;8;1,4;5;0,9;0;0,0;3;0,5;1;0,2;0;0,0;0;0,0;0;0,0;0;0,0;60;10,7;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
10W421;10;W;421;04;2;O;1139;596;52,3;594;99,7;2;0,3;173;29,1;184;31,0;29;4,9;110;18,5;14;2,4;19;3,2;5;0,8;0;0,0;1;0,2;2;0,3;0;0,0;0;0,0;2;0,3;0;0,0;0;0,0;0;0,0;4;0,7;3;0,5;0;0,0;2;0,3;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;46;7,7;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
10W422;10;W;422;04;2;O;1102;603;54,7;595;98,7;8;1,3;140;23,5;199;33,4;32;5,4;130;21,8;4;0,7;10;1,7;9;1,5;0;0,0;0;0,0;1;0,2;0;0,0;0;0,0;3;0,5;0;0,0;0;0,0;0;0,0;6;1,0;4;0,7;0;0,0;5;0,8;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;52;8,7;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
10W423;10;W;423;04;2;O;1242;653;52,6;637;97,5;16;2,5;191;30,0;178;27,9;31;4,9;102;16,0;15;2,4;22;3,5;14;2,2;0;0,0;2;0,3;2;0,3;1;0,2;0;0,0;3;0,5;0;0,0;0;0,0;0;0,0;7;1,1;6;0,9;0;0,0;0;0,0;2;0,3;0;0,0;0;0,0;0;0,0;0;0,0;61;9,6;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
10W424;10;W;424;04;2;O;1002;523;52,2;515;98,8;6;1,2;118;22,9;141;27,4;49;9,5;88;17,1;14;2,7;31;6,0;11;2,1;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;2;0,4;0;0,0;0;0,0;0;0,0;3;0,6;6;1,2;0;0,0;0;0,0;1;0,2;0;0,0;0;0,0;0;0,0;0;0,0;51;9,9;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
10W425;10;W;425;04;2;O;1411;712;50,5;699;98,5;11;1,5;215;30,8;139;19,9;26;3,7;159;22,7;8;1,1;26;3,7;12;1,7;0;0,0;0;0,0;0;0,0;1;0,1;0;0,0;1;0,1;0;0,0;1;0,1;0;0,0;20;2,9;2;0,3;0;0,0;3;0,4;2;0,3;0;0,0;0;0,0;0;0,0;0;0,0;84;12,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
10W501;10;W;501;05;2;O;1113;585;52,6;568;97,4;15;2,6;141;24,8;168;29,6;56;9,9;104;18,3;9;1,6;8;1,4;7;1,2;0;0,0;1;0,2;1;0,2;0;0,0;0;0,0;6;1,1;0;0,0;0;0,0;0;0,0;9;1,6;8;1,4;1;0,2;0;0,0;1;0,2;0;0,0;0;0,0;0;0,0;0;0,0;48;8,5;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
10W502;10;W;502;05;2;O;1101;570;51,8;557;97,9;12;2,1;134;24,1;171;30,7;49;8,8;103;18,5;5;0,9;11;2,0;8;1,4;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1;0,2;0;0,0;1;0,2;0;0,0;8;1,4;15;2,7;0;0,0;2;0,4;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;49;8,8;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
10W503;10;W;503;05;2;O;1183;595;50,3;586;98,7;8;1,3;126;21,5;197;33,6;35;6,0;111;18,9;16;2,7;10;1,7;13;2,2;0;0,0;2;0,3;1;0,2;1;0,2;0;0,0;5;0,9;0;0,0;1;0,2;0;0,0;4;0,7;7;1,2;3;0,5;2;0,3;1;0,2;0;0,0;0;0,0;0;0,0;0;0,0;51;8,7;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
10W504;10;W;504;05;2;O;1254;663;52,9;654;99,1;6;0,9;149;22,8;235;35,9;48;7,3;101;15,4;14;2,1;19;2,9;12;1,8;0;0,0;0;0,0;1;0,2;0;0,0;0;0,0;5;0,8;0;0,0;0;0,0;0;0,0;7;1,1;7;1,1;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;56;8,6;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
10W505;10;W;505;05;2;O;1335;764;57,2;750;98,2;14;1,8;173;23,1;235;31,3;60;8,0;131;17,5;18;2,4;22;2,9;13;1,7;0;0,0;0;0,0;1;0,1;0;0,0;0;0,0;3;0,4;0;0,0;0;0,0;0;0,0;14;1,9;9;1,2;2;0,3;1;0,1;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;68;9,1;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
10W506;10;W;506;05;2;O;1308;708;54,1;696;98,3;12;1,7;160;23,0;243;34,9;30;4,3;115;16,5;22;3,2;19;2,7;14;2,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;5;0,7;0;0,0;1;0,1;0;0,0;8;1,1;10;1,4;3;0,4;0;0,0;1;0,1;0;0,0;0;0,0;0;0,0;0;0,0;65;9,3;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
10W507;10;W;507;05;2;O;1095;612;55,9;602;98,4;10;1,6;143;23,8;222;36,9;34;5,6;86;14,3;19;3,2;24;4,0;8;1,3;0;0,0;1;0,2;0;0,0;0;0,0;0;0,0;2;0,3;0;0,0;1;0,2;0;0,0;8;1,3;9;1,5;1;0,2;2;0,3;1;0,2;0;0,0;0;0,0;0;0,0;0;0,0;41;6,8;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
10W508;10;W;508;05;2;O;1207;671;55,6;654;97,5;17;2,5;168;25,7;224;34,3;33;5,0;118;18,0;9;1,4;10;1,5;7;1,1;0;0,0;1;0,2;0;0,0;0;0,0;0;0,0;2;0,3;0;0,0;0;0,0;0;0,0;9;1,4;11;1,7;0;0,0;3;0,5;1;0,2;0;0,0;0;0,0;0;0,0;0;0,0;58;8,9;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
10W509;10;W;509;05;2;O;1200;596;49,7;589;99,0;6;1,0;126;21,4;195;33,1;40;6,8;103;17,5;19;3,2;22;3,7;5;0,8;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1;0,2;0;0,0;0;0,0;0;0,0;14;2,4;7;1,2;0;0,0;3;0,5;2;0,3;0;0,0;0;0,0;0;0,0;0;0,0;52;8,8;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
10W510;10;W;510;05;2;O;1244;691;55,5;683;99,0;7;1,0;151;22,1;226;33,1;55;8,1;123;18,0;13;1,9;16;2,3;8;1,2;0;0,0;1;0,1;0;0,0;0;0,0;0;0,0;2;0,3;0;0,0;1;0,1;0;0,0;14;2,0;9;1,3;0;0,0;1;0,1;1;0,1;0;0,0;0;0,0;0;0,0;0;0,0;62;9,1;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
10W511;10;W;511;05;2;O;1201;666;55,5;659;98,9;7;1,1;155;23,5;221;33,5;38;5,8;112;17,0;12;1,8;20;3,0;8;1,2;0;0,0;0;0,0;0;0,0;2;0,3;0;0,0;3;0,5;0;0,0;1;0,2;0;0,0;9;1,4;11;1,7;2;0,3;3;0,5;2;0,3;0;0,0;0;0,0;0;0,0;0;0,0;60;9,1;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
10W512;10;W;512;05;2;O;1272;668;52,5;661;99,0;7;1,0;177;26,8;215;32,5;39;5,9;101;15,3;9;1,4;21;3,2;9;1,4;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;2;0,3;0;0,0;0;0,0;0;0,0;12;1,8;5;0,8;0;0,0;2;0,3;2;0,3;0;0,0;0;0,0;0;0,0;0;0,0;67;10,1;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
10W513;10;W;513;05;2;O;1281;671;52,4;661;98,5;10;1,5;163;24,7;202;30,6;45;6,8;121;18,3;15;2,3;11;1,7;16;2,4;0;0,0;2;0,3;1;0,2;0;0,0;0;0,0;6;0,9;0;0,0;0;0,0;0;0,0;7;1,1;3;0,5;0;0,0;0;0,0;6;0,9;0;0,0;0;0,0;0;0,0;0;0,0;63;9,5;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
10W514;10;W;514;05;2;O;1247;624;50,0;611;97,9;13;2,1;160;26,2;191;31,3;34;5,6;119;19,5;11;1,8;24;3,9;7;1,1;0;0,0;1;0,2;0;0,0;2;0,3;0;0,0;3;0,5;0;0,0;0;0,0;0;0,0;5;0,8;3;0,5;0;0,0;2;0,3;1;0,2;0;0,0;0;0,0;0;0,0;0;0,0;48;7,9;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
10W515;10;W;515;05;2;O;1320;743;56,3;735;98,9;8;1,1;195;26,5;213;29,0;44;6,0;157;21,4;16;2,2;17;2,3;12;1,6;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;7;1,0;0;0,0;0;0,0;0;0,0;6;0,8;5;0,7;0;0,0;1;0,1;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;62;8,4;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
10W516;10;W;516;05;2;O;1359;772;56,8;766;99,2;6;0,8;225;29,4;164;21,4;60;7,8;182;23,8;11;1,4;25;3,3;7;0,9;0;0,0;0;0,0;1;0,1;2;0,3;0;0,0;3;0,4;0;0,0;1;0,1;0;0,0;10;1,3;10;1,3;0;0,0;1;0,1;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;64;8,4;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
10W517;10;W;517;05;2;O;1273;603;47,4;597;99,0;6;1,0;176;29,5;148;24,8;41;6,9;109;18,3;13;2,2;21;3,5;6;1,0;0;0,0;0;0,0;2;0,3;0;0,0;0;0,0;3;0,5;0;0,0;0;0,0;0;0,0;10;1,7;6;1,0;1;0,2;3;0,5;3;0,5;0;0,0;0;0,0;0;0,0;0;0,0;55;9,2;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
10W518;10;W;518;05;2;O;1331;673;50,6;665;99,0;7;1,0;191;28,7;168;25,3;34;5,1;145;21,8;21;3,2;14;2,1;6;0,9;0;0,0;3;0,5;0;0,0;1;0,2;0;0,0;3;0,5;0;0,0;0;0,0;0;0,0;2;0,3;8;1,2;0;0,0;1;0,2;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;68;10,2;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
10W519;10;W;519;05;2;O;1194;573;48,0;565;98,6;8;1,4;155;27,4;155;27,4;54;9,6;76;13,5;17;3,0;23;4,1;12;2,1;0;0,0;1;0,2;1;0,2;0;0,0;0;0,0;4;0,7;0;0,0;0;0,0;0;0,0;13;2,3;3;0,5;0;0,0;1;0,2;1;0,2;0;0,0;0;0,0;0;0,0;0;0,0;49;8,7;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
10W520;10;W;520;05;2;O;1141;572;50,1;568;99,3;4;0,7;144;25,4;182;32,0;41;7,2;109;19,2;9;1,6;10;1,8;8;1,4;0;0,0;0;0,0;2;0,4;1;0,2;0;0,0;4;0,7;0;0,0;1;0,2;0;0,0;6;1,1;6;1,1;1;0,2;1;0,2;1;0,2;0;0,0;0;0,0;0;0,0;0;0,0;42;7,4;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
10W521;10;W;521;05;2;O;1430;692;48,4;682;98,6;10;1,4;207;30,4;201;29,5;38;5,6;113;16,6;12;1,8;21;3,1;6;0,9;0;0,0;1;0,1;0;0,0;1;0,1;0;0,0;3;0,4;0;0,0;1;0,1;0;0,0;12;1,8;10;1,5;1;0,1;2;0,3;1;0,1;0;0,0;0;0,0;0;0,0;0;0,0;52;7,6;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
10W522;10;W;522;05;2;O;1605;849;52,9;840;98,9;9;1,1;249;29,6;271;32,3;50;6,0;154;18,3;9;1,1;13;1,5;9;1,1;0;0,0;1;0,1;1;0,1;2;0,2;0;0,0;2;0,2;0;0,0;0;0,0;0;0,0;19;2,3;7;0,8;1;0,1;2;0,2;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;50;6,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
10W523;10;W;523;05;2;O;1350;693;51,3;685;98,8;8;1,2;171;25,0;219;32,0;39;5,7;132;19,3;7;1,0;8;1,2;11;1,6;0;0,0;3;0,4;0;0,0;0;0,0;0;0,0;2;0,3;0;0,0;0;0,0;0;0,0;14;2,0;9;1,3;1;0,1;1;0,1;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;68;9,9;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
10W524;10;W;524;05;2;O;1458;804;55,1;788;98,1;15;1,9;241;30,6;216;27,4;35;4,4;122;15,5;17;2,2;22;2,8;14;1,8;0;0,0;2;0,3;0;0,0;1;0,1;0;0,0;7;0,9;0;0,0;1;0,1;0;0,0;19;2,4;1;0,1;0;0,0;1;0,1;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;89;11,3;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
10W525;10;W;525;05;2;O;1123;611;54,4;605;99,0;6;1,0;141;23,3;205;33,9;40;6,6;113;18,7;14;2,3;14;2,3;7;1,2;0;0,0;1;0,2;0;0,0;0;0,0;0;0,0;3;0,5;0;0,0;0;0,0;0;0,0;13;2,1;6;1,0;0;0,0;0;0,0;1;0,2;0;0,0;0;0,0;0;0,0;0;0,0;47;7,8;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
10W526;10;W;526;05;2;O;1138;575;50,5;569;99,0;6;1,0;123;21,6;206;36,2;32;5,6;121;21,3;13;2,3;8;1,4;6;1,1;0;0,0;0;0,0;0;0,0;1;0,2;0;0,0;3;0,5;0;0,0;0;0,0;0;0,0;12;2,1;3;0,5;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;41;7,2;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
10W601;10;W;601;06;2;O;1815;615;33,9;603;98,7;8;1,3;181;30,0;55;9,1;25;4,1;133;22,1;6;1,0;36;6,0;20;3,3;0;0,0;4;0,7;0;0,0;0;0,0;0;0,0;2;0,3;0;0,0;0;0,0;0;0,0;22;3,6;15;2,5;1;0,2;4;0,7;4;0,7;0;0,0;0;0,0;0;0,0;0;0,0;95;15,8;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
10W602;10;W;602;06;2;O;1872;651;34,8;642;98,6;9;1,4;202;31,5;69;10,7;32;5,0;163;25,4;7;1,1;40;6,2;18;2,8;0;0,0;1;0,2;0;0,0;1;0,2;0;0,0;12;1,9;0;0,0;3;0,5;0;0,0;16;2,5;7;1,1;0;0,0;0;0,0;1;0,2;0;0,0;0;0,0;0;0,0;0;0,0;70;10,9;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
10W603;10;W;603;06;2;O;1629;539;33,1;527;97,8;12;2,2;157;29,8;40;7,6;36;6,8;131;24,9;1;0,2;35;6,6;19;3,6;0;0,0;1;0,2;1;0,2;3;0,6;0;0,0;8;1,5;0;0,0;0;0,0;0;0,0;7;1,3;6;1,1;1;0,2;0;0,0;5;0,9;0;0,0;0;0,0;0;0,0;0;0,0;76;14,4;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
10W604;10;W;604;06;2;O;1530;641;41,9;628;98,0;13;2,0;176;28,0;69;11,0;40;6,4;169;26,9;2;0,3;36;5,7;16;2,5;0;0,0;1;0,2;2;0,3;1;0,2;0;0,0;3;0,5;0;0,0;0;0,0;0;0,0;22;3,5;14;2,2;0;0,0;4;0,6;4;0,6;0;0,0;0;0,0;0;0,0;0;0,0;69;11,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0
